position,frequency,adjectives_adverbs,,score
0.5,0.9,1.0,0.7,0.2104232928412512
0.5,0.0,0.2,0.6,0.08375232860270425
0.8,0.1,1.0,0.7,0.46356872699994967
0.7,0.1,0.5,0.7,0.15727190438247818
0.9,0.0,0.7,0.7,0.5114761286739239
0.5,1.0,0.0,0.1,0.10797770407528005
0.8,0.9,0.1,0.6,0.24246995213858322
0.8,0.9,0.1,0.7,0.301862434349257
0.8,0.9,0.1,0.8,0.33599592314120913
0.9,0.3,0.1,0.7,0.313444062283874
0.8,0.9,0.2,0.3,0.35468536228599673
0.5,0.1,0.8,0.2,0.12146546360406432
0.8,0.9,0.2,0.7,0.22715411486556839
0.7,0.3,0.0,0.4,0.22241181248721018
0.6,0.9,0.7,0.4,0.2320479456669293
0.4,1.0,0.5,0.6,0.04064439279354951
0.5,0.8,0.2,0.7,0.11388741792768585
0.8,0.9,0.3,0.0,0.4199857986014022
0.8,0.4,0.5,0.3,0.31354834273654353
0.9,0.1,0.0,0.0,0.49377146235502645
0.4,0.9,0.8,0.4,0.043522778936457535
0.4,0.9,0.1,0.6,0.016681681578583938
0.8,0.9,0.4,0.3,0.2901381790869443
0.5,0.3,0.3,0.4,0.11192404764613324
0.8,0.9,0.4,0.5,0.3930552650244912
0.5,0.4,0.9,0.6,0.10302595759368872
0.9,0.3,0.4,1.0,0.28719693037659877
0.8,0.9,0.4,0.9,0.28876176854742075
0.5,0.1,0.9,0.7,0.12146546360406432
0.8,0.9,0.5,0.0,0.2743171557708773
0.1,0.0,0.3,0.3,0.5114761286739239
0.8,0.9,0.5,0.2,0.38161589586290773
0.9,0.1,0.1,0.5,0.39712397092282276
0.7,0.9,0.5,0.7,0.26832627521769603
0.9,0.3,0.6,0.1,0.48395872541703366
0.6,0.3,0.0,0.8,0.18486787627715912
0.9,0.8,0.8,0.5,0.36287691939405453
0.9,0.1,0.2,0.2,0.49377146235502645
0.5,0.7,0.6,0.1,0.17238981632841627
0.8,0.9,0.6,0.5,0.23038683566575519
0.8,0.9,0.6,0.7,0.28030997588598283
0.7,0.1,1.0,0.3,0.3481425155536734
0.5,0.9,0.4,0.3,0.18350677079050878
0.9,0.3,0.7,0.5,0.4582847011963928
0.8,0.9,0.7,0.0,0.41001489365391725
0.1,0.0,0.6,0.0,0.500205827714379
0.6,0.8,0.6,0.5,0.23037022250628122
0.8,0.9,0.7,0.2,0.36353561271099954
0.7,0.4,0.9,0.3,0.412022561874912
0.5,0.4,0.2,0.7,0.058177764651054134
0.9,0.3,0.8,0.2,0.48395872541703366
0.8,0.9,0.8,0.3,0.3643277849824099
0.9,0.1,0.4,0.4,0.49377146235502645
0.8,0.9,0.8,0.5,0.3450548404026108
0.6,0.1,0.9,0.5,0.23728506942993793
0.7,0.8,0.1,0.1,0.3280717765051475
0.5,0.6,0.9,0.0,0.17812380158126187
0.8,0.5,0.1,0.4,0.28014925172590366
0.8,0.9,0.8,0.9,0.3930552650244912
0.9,0.3,1.0,0.0,0.48395872541703366
0.5,1.0,0.5,0.8,0.14206014834842257
0.8,0.9,0.9,0.1,0.3480904893877444
0.6,1.0,0.1,0.8,0.1577157614306969
0.5,0.5,0.1,0.7,0.06200905221325582
0.5,0.1,0.4,0.4,0.09251202187973641
0.9,0.3,1.0,0.5,0.4558217567814603
0.0,0.0,1.0,0.7,0.14246660928645194
0.7,0.8,0.2,0.1,0.19451894220058805
0.8,0.9,1.0,0.1,0.42645902288237564
0.7,0.9,0.9,0.9,0.3494447378987053
0.8,0.9,1.0,0.3,0.33121275431243147
0.9,0.4,0.0,1.0,0.24742769201112463
0.5,0.2,0.9,1.0,0.12429931550292816
0.8,1.0,0.0,0.5,0.22222091695966986
0.8,1.0,0.0,0.9,0.28876176854742075
0.9,0.9,0.4,0.3,0.29969483346315234
0.0,0.7,0.3,0.0,0.14365927852908383
0.9,0.1,0.8,0.0,0.5194454865756672
0.9,0.9,0.5,0.0,0.3572532251895162
0.8,1.0,0.1,1.0,0.2618062424010885
0.9,0.4,0.2,0.8,0.3273410621991298
0.9,0.1,0.8,0.8,0.49377146235502645
0.5,0.0,0.9,0.5,0.09894146790909984
0.7,0.5,0.2,0.8,0.2005819509294784
0.9,0.4,0.3,0.1,0.420369873701806
0.1,0.0,0.1,0.7,0.25363289335037587
0.0,0.7,0.8,0.8,0.21651556943915698
0.8,0.3,0.3,1.0,0.30276179021449207
0.8,1.0,0.4,0.7,0.2580751154248174
0.8,1.0,0.5,0.2,0.2313949988857444
0.9,0.4,0.4,1.0,0.3273410621991298
0.1,0.0,0.1,0.9,0.25508914988370807
0.5,0.3,0.9,0.7,0.1125265508216193
0.0,0.6,0.1,0.6,0.04064439279354951
0.5,0.0,0.3,0.2,0.08519185595627486
0.6,1.0,0.8,0.5,0.23873852928931522
0.8,0.5,0.7,0.7,0.4137670952817663
0.5,0.8,0.0,1.0,0.06511920011038587
0.9,0.4,0.6,0.0,0.4558217567814603
0.8,1.0,0.6,0.7,0.32124179641492945
0.9,0.2,0.1,0.5,0.35697052736715773
0.5,0.2,0.5,0.1,0.12146546360406432
0.9,0.4,0.6,0.8,0.31563393420431224
0.6,0.5,0.1,1.0,0.1543078986824615
0.6,0.7,0.9,0.1,0.2819699723653963
0.1,0.0,0.2,0.0,0.41345518853536434
0.8,1.0,0.7,0.9,0.253280460339226
0.4,1.0,0.5,1.0,0.02383673690387537
0.4,0.9,0.8,0.5,0.016681681578583938
0.9,1.0,0.0,0.5,0.25261488278905975
0.9,0.4,0.7,0.9,0.3418810661115875
0.6,0.0,0.1,0.3,0.19513154265745875
0.1,0.0,0.7,0.1,0.500205827714379
0.9,0.4,0.8,0.2,0.4558217567814603
0.8,1.0,0.9,0.6,0.39347078687316744
0.5,0.7,0.3,1.0,0.09589537349105753
0.9,1.0,0.2,0.6,0.2535069155465804
0.8,0.3,0.7,1.0,0.3282455120621132
0.7,0.2,0.8,0.6,0.31699624645958957
0.7,0.8,0.9,0.7,0.3508692266716175
0.9,0.0,0.0,0.1,0.348198213401138
0.9,0.4,0.9,0.3,0.4558217567814603
0.6,0.3,1.0,0.3,0.3127265982316876
0.9,0.2,0.4,0.4,0.4875607978065966
0.9,0.4,0.9,0.7,0.45407286850177364
0.5,0.5,0.8,0.0,0.13239777330574798
0.5,0.6,0.6,0.4,0.13092273218021702
0.9,0.4,1.0,0.0,0.48395872541703366
0.8,0.6,0.1,0.1,0.18669589431286085
0.7,0.0,0.1,0.8,0.13938788378106645
0.6,0.9,0.6,0.7,0.19830715884415434
0.9,0.0,0.2,0.0,0.519560110202222
0.9,0.5,0.0,0.2,0.3110928805377713
0.9,0.2,0.5,0.9,0.35697052736715773
0.5,0.9,0.3,0.1,0.1364326995419417
0.5,0.1,1.0,1.0,0.09251202187973641
0.6,0.4,0.1,0.4,0.2125151504795433
0.7,0.1,0.6,0.6,0.3664107327638996
0.9,0.5,0.0,1.0,0.24288663834458368
0.9,0.0,0.3,0.2,0.2891520072683376
0.9,0.5,0.1,0.3,0.3110928805377713
0.7,0.0,0.3,0.3,0.39869184156735415
0.1,0.0,0.7,0.6,0.40113465531079356
0.9,0.0,0.4,0.0,0.42373761360134055
0.9,0.5,0.2,0.0,0.44654465658089665
0.9,0.5,0.2,0.4,0.3110928805377713
0.9,0.0,0.4,0.6,0.32823366625670347
0.9,0.0,0.4,0.8,0.3248909964018316
0.9,0.0,0.4,1.0,0.17905201797816034
0.0,0.1,0.2,0.4,0.27321600734399326
0.0,0.9,0.8,0.0,0.35127365469070054
0.9,0.0,0.5,0.5,0.34613016025992294
0.9,0.0,0.5,0.7,0.24728090487547089
0.8,0.6,0.6,0.3,0.48995364488929993
0.9,0.5,0.3,0.9,0.32391247998748685
0.6,0.5,0.7,0.4,0.1452398364384216
0.5,1.0,0.4,1.0,0.09970269683471225
0.9,0.0,0.6,0.1,0.3681605658165296
0.6,0.3,0.1,0.8,0.16534277471609723
0.9,0.0,0.6,0.2,0.519560110202222
0.9,0.0,0.6,0.4,0.3343108502836118
0.0,0.9,0.0,0.5,0.20482727385258187
0.7,0.3,0.2,0.2,0.15988383413776053
0.9,0.5,0.4,0.2,0.44654465658089665
0.9,1.0,0.9,0.3,0.3215387738356939
0.0,0.6,1.0,0.7,0.09133148572398787
0.5,0.1,0.5,0.4,0.09894146790909984
0.9,0.5,0.5,0.2,0.351400248833811
0.9,0.3,0.0,0.1,0.4225483527581306
0.5,0.4,0.4,1.0,0.05196295598306753
0.6,0.0,0.9,0.4,0.23628413550726607
0.9,0.0,0.8,0.2,0.4898731037562397
0.1,0.0,0.5,0.5,0.5114761286739239
0.9,0.5,0.6,0.8,0.3110928805377713
0.8,0.4,0.7,0.1,0.4473216247026044
0.9,0.0,1.0,0.0,0.3681605658165296
0.5,0.0,1.0,0.3,0.08519185595627486
0.5,0.3,0.0,0.6,0.09606898167631635
0.9,0.0,1.0,0.3,0.42373761360134055
0.9,0.0,1.0,0.5,0.4000383381503608
0.7,0.0,0.8,0.1,0.3033079270966311
0.9,0.5,0.7,0.9,0.3110928805377713
0.0,1.0,0.8,0.9,0.23449218911995937
0.1,0.0,0.8,0.2,0.500205827714379
0.7,0.0,0.8,0.3,0.39869184156735415
0.5,0.5,0.4,0.3,0.07047849332281747
0.9,0.5,0.8,0.6,0.44654465658089665
0.9,0.1,0.0,0.4,0.32153025773908567
0.7,0.6,0.5,0.1,0.26626056791532554
0.5,0.6,0.3,0.1,0.10370850735353256
0.9,0.3,0.4,0.4,0.4656956888107396
0.5,0.0,0.3,0.7,0.044733124419843666
0.5,0.6,0.3,0.4,0.06837786071307672
0.5,0.8,0.9,0.7,0.1545605626394307
0.9,0.1,0.1,0.1,0.401473828356
0.9,0.5,1.0,0.0,0.48395872541703366
0.4,1.0,0.6,0.3,0.016681681578583938
0.9,0.5,1.0,0.5,0.4558217567814603
0.6,0.4,1.0,0.7,0.23746240859774598
0.7,0.5,0.1,0.1,0.23550013609179943
0.6,0.6,0.1,1.0,0.11478978241275878
0.9,0.6,0.0,0.4,0.3124400496432052
0.1,0.0,0.8,0.6,0.500205827714379
0.9,0.6,0.1,0.3,0.29644059146831714
0.8,0.7,0.4,0.6,0.3445675544304663
0.9,0.6,0.1,0.8,0.3092601909180327
0.9,0.1,0.3,0.9,0.2972838547723906
0.5,0.2,0.6,0.5,0.09251202187973641
0.5,0.4,0.0,0.7,0.045967047133306994
0.6,0.0,0.0,0.5,0.15746677952185903
0.9,0.6,0.2,0.4,0.29644059146831714
0.7,1.0,0.0,0.5,0.2800793044195047
0.9,0.6,0.3,0.2,0.40002876467479237
0.9,0.3,0.9,0.2,0.5031983842783219
0.9,0.1,0.5,0.1,0.42471988037895486
0.7,1.0,0.0,0.6,0.18461934119820428
0.9,0.1,0.5,0.5,0.4724695554640995
0.5,0.9,0.1,0.6,0.10678365425192769
0.8,0.1,0.1,0.0,0.451927389966868
0.0,0.7,0.6,0.6,0.15328304381102356
0.6,0.1,0.4,0.5,0.1561879850511332
0.9,0.3,1.0,0.3,0.5031983842783219
0.9,0.1,0.5,0.9,0.3085685554259195
0.7,0.1,0.2,0.1,0.39869184156735415
0.1,0.0,0.3,0.9,0.22124811334749125
0.1,0.0,0.8,1.0,0.27333954229574514
0.9,0.1,0.7,0.1,0.24074296316894872
0.0,0.6,0.7,0.0,0.12381464066768476
0.9,0.1,0.7,0.5,0.41345518853536434
0.8,0.7,0.8,0.5,0.44609314176810877
0.9,0.6,0.6,0.7,0.34018870010686625
0.7,0.5,0.5,0.7,0.2180217613350845
0.9,0.4,0.1,0.5,0.3754552511927503
0.5,0.5,0.0,0.3,0.07986098398400637
0.5,0.2,0.1,0.0,0.09245122348551213
0.9,0.6,0.7,0.1,0.4558217567814603
1.0,0.1,0.4,0.6,0.29773544804079155
0.9,0.6,0.7,0.5,0.44219179677395637
0.5,0.8,0.4,0.8,0.09589537349105753
0.9,0.6,0.7,0.9,0.29644059146831714
0.9,0.1,0.8,1.0,0.31235670287236617
0.9,0.1,0.9,0.1,0.42373761360134055
0.9,0.1,0.9,0.3,0.41345518853536434
0.9,0.4,0.2,1.0,0.37227539246757785
0.9,0.1,0.9,0.5,0.42471988037895486
0.9,0.1,0.9,0.9,0.4724695554640995
0.9,0.6,0.8,1.0,0.29644059146831714
0.7,1.0,0.4,0.8,0.24853095861425775
0.9,0.4,0.3,0.7,0.3754552511927503
0.5,1.0,0.3,1.0,0.11388741792768585
0.5,0.6,0.0,0.0,0.08284321067239891
0.9,0.1,1.0,0.3,0.42373761360134055
0.5,0.3,0.7,0.0,0.12146546360406432
0.5,0.7,0.7,0.4,0.13092273218021702
0.9,0.1,1.0,1.0,0.4913745007716387
0.7,0.2,0.9,0.8,0.3173088079655989
0.0,0.0,1.0,0.9,0.12146719312775413
0.0,0.7,0.0,1.0,0.07378248314998936
0.5,0.6,0.9,0.5,0.08748685870338832
0.7,0.7,0.3,0.2,0.24393244177850407
0.5,0.1,0.6,0.2,0.08519185595627486
0.6,0.4,0.3,0.1,0.27117478687898733
0.9,0.7,0.0,0.2,0.3421574217455383
0.8,0.8,0.1,1.0,0.22391606801685204
0.1,0.0,0.4,0.4,0.48676398280769667
0.9,0.2,0.1,0.1,0.3886908773266428
1.0,0.1,0.8,0.8,0.32566241846994004
0.0,0.8,0.9,0.0,0.3224199236160511
0.7,0.1,0.6,1.0,0.19447026966893652
0.1,0.0,0.6,1.0,0.30187212330746593
0.9,0.2,0.1,0.9,0.19611080304824752
0.6,0.0,0.8,0.9,0.24482294944894267
0.9,0.2,0.2,0.0,0.4108867706379035
0.7,0.4,0.5,0.1,0.3344638311537889
0.0,0.6,0.2,0.7,0.02383673690387537
0.5,0.1,0.0,0.0,0.061893955643013
0.1,0.0,0.9,0.7,0.500205827714379
0.9,0.2,0.2,0.8,0.3398775367588242
0.6,0.1,0.9,1.0,0.17568912882841417
0.6,0.1,1.0,0.0,0.2599219659664797
0.9,0.2,0.3,0.1,0.2855475449736876
0.9,0.2,0.3,0.3,0.4596866044347423
0.0,0.8,0.9,0.2,0.1846942113953824
0.5,0.0,0.3,1.0,0.020110263790226887
0.0,0.7,0.4,0.0,0.16425851798388616
0.5,0.9,0.7,0.4,0.16425851798388616
0.6,0.9,1.0,0.4,0.2644889085907642
0.9,0.7,0.3,0.9,0.3002578144709074
0.5,0.4,0.7,0.0,0.12768027227205095
0.5,0.3,0.2,0.0,0.09251202187973641
0.9,0.4,0.9,0.5,0.5031983842783219
0.9,0.7,0.4,0.6,0.3147978183833651
0.8,0.6,0.3,0.3,0.3402213642118044
0.7,0.7,0.7,0.9,0.22381147745391405
0.9,0.2,0.5,0.7,0.20434034190170122
0.6,0.5,1.0,0.0,0.27009944331500557
0.7,0.3,0.3,0.5,0.27714696828494767
0.6,0.7,0.4,0.4,0.19169715894159992
0.1,0.0,1.0,0.0,0.47310490347599476
0.9,0.7,0.6,0.0,0.5098174225630174
0.9,0.7,0.6,0.1,0.2821444167919785
0.9,0.2,0.6,0.4,0.3974699202528999
0.1,0.1,0.4,0.8,0.2412931728658792
0.9,0.7,0.6,0.4,0.42676131718402766
0.8,0.0,0.0,0.9,0.14768431518550573
1.0,0.2,0.5,0.8,0.2993516298140518
0.7,0.2,0.0,0.3,0.1945871537728222
0.5,0.8,1.0,0.7,0.14062068752467244
0.9,0.2,0.7,0.3,0.42111541808430475
0.9,0.2,0.7,0.4,0.5169916923047613
0.9,0.2,0.7,0.5,0.4108867706379035
0.7,0.2,0.0,0.8,0.14422204327979635
0.5,0.5,0.7,0.0,0.13888797847666803
0.9,0.7,0.7,0.5,0.42676131718402766
0.9,0.2,0.7,0.9,0.27125437754809417
0.5,1.0,0.9,1.0,0.06838163299936968
0.9,0.7,0.7,0.9,0.3147978183833651
0.7,0.6,0.3,0.8,0.19760648787904894
0.0,0.7,0.9,1.0,0.19635535874779858
0.8,0.0,0.2,0.9,0.154025828808305
0.1,0.0,0.7,0.7,0.5114761286739239
0.8,0.2,0.3,0.7,0.307401266700952
0.7,0.2,0.1,0.8,0.09502856391515369
0.8,0.0,0.3,0.4,0.3517271679286258
0.9,0.7,0.8,1.0,0.3147978183833651
0.5,0.2,0.7,0.7,0.09245122348551213
0.9,0.2,0.9,0.1,0.4921649228119791
0.9,0.2,0.9,0.5,0.29557746703823606
1.0,0.2,0.9,0.8,0.3594720193103072
0.5,0.6,0.6,0.2,0.08034212435326443
0.9,0.7,0.9,0.7,0.42676131718402766
0.9,0.5,0.3,0.7,0.3709141975262094
0.9,0.2,0.9,0.9,0.3886908773266428
0.8,0.9,0.2,0.1,0.3020527553690557
0.5,0.7,0.4,0.6,0.06837786071307672
0.9,0.7,1.0,0.0,0.5112046492906385
0.1,0.0,0.5,0.3,0.4000383381503608
0.6,0.1,0.4,0.1,0.2433060983268619
0.9,0.2,1.0,0.7,0.342525697965273
0.0,0.6,0.7,0.9,0.07401907496608014
0.5,0.4,0.2,0.5,0.08141669260686221
0.9,0.2,1.0,0.9,0.4560646354737438
0.1,0.0,0.5,0.4,0.4342672705924912
0.9,0.5,0.5,0.1,0.5018111575507008
0.6,0.2,0.6,0.5,0.22544876510621503
0.9,0.8,0.0,0.6,0.29259209071321535
0.9,0.3,0.1,0.5,0.3172296149985802
0.9,0.8,0.1,0.7,0.29259209071321535
0.5,0.2,0.1,1.0,0.05872526407464659
0.9,0.3,0.2,0.4,0.32578962063974737
0.0,0.8,0.1,0.0,0.21258938090005838
0.8,0.9,0.5,0.4,0.3256933128668738
0.9,0.5,0.7,0.3,0.5018111575507008
0.8,0.2,0.9,0.5,0.37386540278889185
0.8,0.0,0.9,0.3,0.47254022058029205
0.6,0.5,0.3,0.7,0.12423152012514893
0.9,0.3,0.4,0.0,0.31702770358907734
0.9,0.8,0.3,0.5,0.33449169798784634
0.9,0.3,0.4,0.2,0.3230476077122602
0.7,0.2,0.6,0.1,0.27849673007252523
0.9,0.8,0.3,0.9,0.29259209071321535
0.9,0.3,0.4,0.7,0.31979430007693843
0.9,0.3,0.4,0.8,0.24982681821163713
0.5,0.1,0.6,0.9,0.044733124419843666
0.9,0.8,0.4,0.6,0.30713209462567315
0.9,0.3,0.5,0.1,0.37695800182986827
1.0,0.3,0.6,0.0,0.36561607956142217
0.1,0.0,0.5,0.9,0.28179703178240634
0.9,0.3,0.5,0.5,0.39462333191237386
0.6,0.5,0.5,0.0,0.3082171908057627
0.9,0.8,0.5,0.3,0.41279450882404956
0.9,0.5,1.0,0.3,0.5031983842783219
0.0,0.9,0.7,0.2,0.2504347330999333
0.5,0.3,0.8,0.6,0.09251202187973641
0.9,0.8,0.5,0.7,0.30713209462567315
0.0,0.1,0.4,0.5,0.2753095982134645
0.5,0.1,0.0,0.4,0.020110263790226887
0.9,0.8,0.6,0.0,0.49210291155092484
0.9,0.3,0.7,0.1,0.279332697685314
0.9,0.8,0.6,0.4,0.41279450882404956
0.8,0.9,0.9,0.3,0.3579622094450609
0.9,0.3,0.7,0.7,0.39462333191237386
0.7,0.0,0.1,0.9,0.15353939749998527
0.9,0.3,0.7,0.9,0.275842101458431
0.9,0.8,0.7,0.1,0.49210291155092484
0.7,0.4,0.1,1.0,0.21612452350824693
0.9,0.3,0.8,0.4,0.40743673368442024
0.9,0.6,0.1,0.9,0.3530820497315828
1.0,0.3,0.9,0.1,0.3566182886243607
0.9,0.8,0.7,0.9,0.30713209462567315
0.9,0.3,0.9,0.5,0.3837912358530154
0.9,0.8,0.8,1.0,0.30713209462567315
0.6,0.3,0.2,0.7,0.18172278914659312
0.9,0.6,0.3,0.5,0.36762205364404044
0.9,0.8,0.9,0.3,0.49210291155092484
0.7,0.1,0.6,0.8,0.2083740132785898
0.1,0.1,0.0,0.5,0.2150990425946465
0.7,0.2,1.0,0.4,0.39122800445584316
0.5,0.7,1.0,0.7,0.10992331602151918
0.9,0.3,1.0,0.7,0.31702770358907734
0.6,0.7,0.1,1.0,0.10458805017548911
0.9,0.3,1.0,0.9,0.3531825261266889
0.6,0.8,0.5,0.4,0.19169715894159992
0.5,0.3,0.3,0.3,0.09245122348551213
0.9,0.9,0.0,0.4,0.2947550729961284
0.7,0.8,1.0,0.2,0.4172927936508642
0.9,0.9,0.0,1.0,0.26682388043342437
0.8,1.0,0.3,0.8,0.23624072584988753
0.5,0.4,0.8,1.0,0.08141669260686221
0.5,1.0,0.8,0.7,0.13270114936357041
0.9,0.4,0.1,0.7,0.19598250581072993
0.9,0.4,0.1,0.9,0.3674291303820561
0.9,0.4,0.1,1.0,0.28617073782771396
0.9,0.4,0.2,0.2,0.2904704556997032
0.9,0.4,0.2,0.4,0.3729022644968745
0.9,0.9,0.2,0.4,0.33449169798784634
0.9,0.4,0.3,0.3,0.3248369272733477
0.9,0.4,0.4,0.0,0.4074905113039951
0.5,0.8,0.2,0.4,0.0623819518633162
0.9,0.9,0.4,0.2,0.37285939066588325
0.5,0.2,0.8,0.7,0.07870161153268715
0.7,0.7,0.6,0.6,0.2286526750989164
0.9,0.4,0.5,0.1,0.37695800182986827
0.8,1.0,0.8,0.9,0.37428487912722347
0.6,0.1,0.3,0.4,0.17718831329124352
0.9,0.4,0.5,0.3,0.36416018181713194
0.9,0.9,0.5,0.3,0.37285939066588325
0.7,0.3,0.3,0.9,0.19204040128125469
0.5,1.0,0.0,0.7,0.09589537349105753
0.9,0.4,0.5,0.7,0.3323018954811359
0.5,0.5,0.9,0.3,0.12968528504280283
0.9,0.7,0.0,0.0,0.39919844236788415
0.7,0.3,0.4,0.2,0.3780956171620388
0.9,0.4,0.6,0.2,0.4074905113039951
0.9,0.9,0.6,0.5,0.30823604643876606
0.6,0.7,0.6,0.5,0.24638555159734002
0.1,0.1,0.1,0.2,0.3061852679347856
0.9,0.4,0.6,0.6,0.37112874368218524
0.8,0.1,1.0,0.5,0.2439972088959747
0.5,0.2,0.2,0.7,0.04191760818497244
0.0,0.7,0.7,0.9,0.09911141042186437
0.6,0.2,0.6,0.1,0.15405373753690008
0.8,0.4,0.1,0.1,0.38699909967299956
1.0,0.5,0.1,0.0,0.35632834788591256
0.5,0.4,0.4,0.1,0.09251202187973641
0.9,0.4,0.7,0.5,0.26317189691515636
0.9,0.4,0.8,0.0,0.4074905113039951
0.8,0.2,0.1,0.2,0.31333571115001985
0.9,0.9,0.8,0.6,0.3761569274220895
0.0,0.8,0.3,1.0,0.13340809740260193
0.5,0.6,0.8,0.9,0.08622979248382728
0.9,0.7,0.2,1.0,0.36497239642284424
0.6,0.6,0.5,0.2,0.20526400879463239
0.9,0.4,0.8,0.8,0.2904704556997032
0.9,0.9,0.9,0.5,0.44391210749408155
0.0,0.6,0.3,0.9,0.016681681578583938
0.5,0.1,0.7,0.3,0.03505285828513941
0.9,0.4,0.9,0.1,0.4784862384120946
0.5,0.5,0.2,0.7,0.06765026646625923
0.1,0.0,0.2,0.5,0.17038210257211203
0.9,0.9,1.0,0.5,0.4755771238210127
0.5,0.8,0.5,0.8,0.06837786071307672
0.0,0.1,0.0,0.0,0.056184769447184695
0.0,0.7,0.1,0.9,0.056184769447184695
0.5,0.7,0.7,0.6,0.046431848756408566
0.1,0.1,0.1,0.6,0.2150990425946465
0.8,0.8,1.0,0.5,0.4437905066596014
0.6,0.0,0.5,0.8,0.1467281795055491
0.9,0.4,1.0,0.9,0.37793149485742017
0.9,0.5,0.0,0.0,0.35974153954227955
0.6,0.6,0.7,0.4,0.23910801884947847
0.7,0.6,0.6,0.3,0.19171834636278848
0.9,1.0,0.2,0.3,0.36054654852024937
0.9,0.5,0.0,0.4,0.25332264630217916
0.9,1.0,0.2,0.7,0.28519447307243334
0.1,0.0,0.7,0.5,0.41345518853536434
0.7,0.9,0.8,0.1,0.391083025444432
0.9,1.0,0.3,0.0,0.40079214061731494
0.9,0.7,0.6,0.6,0.39919844236788415
0.5,0.3,0.9,1.0,0.07408004677895665
0.7,0.2,0.5,0.6,0.25990230678488435
0.5,0.5,0.4,0.7,0.06765026646625923
0.0,1.0,0.2,0.9,0.2901038536405316
1.0,0.5,0.8,0.0,0.3844972224069685
0.9,0.0,0.7,0.4,0.5384751957507058
0.9,0.5,0.2,0.6,0.32769803270219305
0.9,0.0,0.7,0.5,0.3777065885993314
0.9,1.0,0.5,0.2,0.39749460386110863
0.9,0.5,0.3,0.1,0.3454877526561334
0.6,0.1,0.9,0.1,0.19795201216089522
0.6,0.8,0.1,0.7,0.1700679706003168
0.9,0.7,0.8,0.8,0.39919844236788415
0.5,0.7,0.1,0.4,0.08001498381584066
0.6,0.9,0.6,0.4,0.1702807398802472
0.0,0.7,0.5,0.0,0.15933602852409645
0.5,1.0,0.7,0.0,0.09718481404784375
0.6,0.1,0.9,0.8,0.15222598388538136
0.6,0.4,0.3,1.0,0.10768041043685123
1.0,0.5,1.0,0.1,0.350403441335987
0.9,1.0,0.6,0.7,0.36054654852024937
0.9,0.5,0.4,0.8,0.32769803270219305
0.6,0.3,0.2,0.6,0.14723788473616584
0.6,0.4,0.4,0.9,0.10121634479081587
0.9,0.8,0.0,0.0,0.39153271861019207
0.5,0.3,0.4,0.4,0.07870161153268715
0.9,0.5,0.5,0.7,0.286505806332521
0.0,1.0,0.6,0.1,0.30575410042844886
0.7,0.6,1.0,1.0,0.23050430111833567
0.9,0.5,0.5,1.0,0.3132208379021372
0.1,0.1,0.2,0.3,0.3061852679347856
0.9,0.5,0.6,0.0,0.35087741912199505
0.7,1.0,0.1,0.6,0.19318433328869633
0.9,0.5,0.6,0.6,0.35974153954227955
0.5,0.9,0.9,0.4,0.13092273218021702
0.8,0.3,0.1,0.5,0.29486629018402793
0.9,0.5,0.7,0.1,0.27383768146247855
0.7,0.4,0.2,0.9,0.16802982938660432
0.9,1.0,0.9,1.0,0.36054654852024937
0.9,1.0,1.0,0.4,0.48400511358639753
0.0,0.6,0.9,0.2,0.10135144336694456
0.5,0.4,1.0,0.7,0.09251202187973641
0.8,0.9,0.7,0.8,0.3506917879793759
0.5,0.7,0.4,0.1,0.1277752477922697
0.9,0.5,0.8,0.0,0.4074905113039951
0.9,0.8,0.2,1.0,0.35730667266515226
0.9,0.5,0.8,0.4,0.4770990116844736
1.0,0.6,0.5,0.7,0.2839904414919188
0.5,0.9,0.0,0.9,0.026713406571534894
0.5,0.2,0.9,0.5,0.061893955643013
1.0,0.0,0.1,0.0,0.47310490347599476
1.0,0.0,0.1,0.1,0.4922364698126357
0.5,0.8,0.2,0.8,0.05078014701027205
0.1,0.1,0.2,0.7,0.2150990425946465
1.0,0.0,0.1,0.9,0.32246783354879793
0.9,0.5,0.9,0.7,0.4632126178577203
1.0,0.0,0.2,0.5,0.3563461168988637
1.0,0.6,0.7,0.9,0.2570404647311413
0.6,0.8,0.8,0.5,0.2558679432436556
1.0,0.0,0.3,0.5,0.40312589296934453
0.7,0.5,0.9,0.9,0.2774857421911933
0.9,0.1,0.4,0.7,0.35231054695306213
0.5,0.2,0.3,0.2,0.03505285828513941
0.9,0.6,0.0,0.1,0.24862374709430485
0.9,0.6,0.0,0.7,0.34823578764606095
0.9,0.6,0.1,0.1,0.3808525199203852
0.9,0.8,0.6,0.6,0.39153271861019207
0.6,0.2,0.5,0.5,0.19818769082955437
0.8,1.0,0.1,0.4,0.29632486119480034
1.0,0.0,0.6,0.3,0.500205827714379
1.0,0.0,0.7,0.0,0.47310490347599476
0.9,0.6,0.2,0.2,0.4192224226588796
0.5,0.9,0.3,0.4,0.06837786071307672
0.1,0.1,0.3,0.0,0.5132096620613903
0.1,0.1,0.0,0.3,0.28987400824381937
0.5,0.6,0.0,0.7,0.07401907496608014
1.0,0.0,0.7,0.4,0.500205827714379
0.7,0.2,0.0,0.0,0.2077962726545809
0.9,0.6,0.2,0.6,0.29193476325463336
0.5,0.4,0.5,0.6,0.05439400474637449
0.6,0.3,0.8,0.8,0.208260982292555
